soort;X;Y;taxon
Tetramorium_caespitum;1068;697;ant
Tetramorium_caespitum;1025;697;ant
Tetramorium_caespitum;990;662;ant
Tetramorium_caespitum;911;698;ant
Tetramorium_caespitum;910;900;ant
Tetramorium_caespitum;913;887;ant
Tetramorium_caespitum;1128;834;ant
Tetramorium_caespitum;1477;884;ant
Tetramorium_caespitum;1363;495;ant
Tetramorium_caespitum;1138;470;ant
Tetramorium_caespitum;604;494;ant
Tetramorium_caespitum;1450;371;ant
Tetramorium_caespitum;1082;315;ant
Tetramorium_caespitum;900;365;ant
Tetramorium_caespitum;1380;210;ant
Tetramorium_caespitum;458;273;ant
Tetramorium_caespitum;391;215;ant
Tetramorium_caespitum;1260;285;ant
Tetramorium_caespitum;863;734;ant
Tetramorium_caespitum;954;985;ant
Tetramorium_caespitum;824;755;ant
Tetramorium_caespitum;762;783;ant
Tetramorium_caespitum;744;792;ant
Tetramorium_caespitum;1078;1000;ant
Tetramorium_caespitum;508;566;ant
Tetramorium_caespitum;300;514;ant
Tetramorium_caespitum;257;573;ant
Tetramorium_caespitum;312;557;ant
Tetramorium_caespitum;329;576;ant
Viola_curtisii;562;57;plant
Viola_curtisii;674;29;plant
Viola_curtisii;733;20;plant
Viola_curtisii;753;90;plant
Viola_curtisii;803;106;plant
Viola_curtisii;825;97;plant
Viola_curtisii;855;54;plant
Viola_curtisii;129;95;plant
Viola_curtisii;1229;92;plant
Viola_curtisii;1304;96;plant
Viola_curtisii;1456;58;plant
Viola_curtisii;1405;100;plant
Viola_curtisii;1307;112;plant
Viola_curtisii;1309;162;plant
Viola_curtisii;1232;203;plant
Viola_curtisii;1195;121;plant
Viola_curtisii;1193;155;plant
Viola_curtisii;1084;169;plant
Viola_curtisii;1001;123;plant
Viola_curtisii;691;178;plant
Viola_curtisii;779;114;plant
Viola_curtisii;470;410;plant
Viola_curtisii;488;435;plant
Viola_curtisii;492;467;plant
Viola_curtisii;501;416;plant
Viola_curtisii;503;428;plant
Viola_curtisii;511;429;plant
Viola_curtisii;520;442;plant
Viola_curtisii;542;429;plant
Viola_curtisii;545;448;plant
Viola_curtisii;593;421;plant
Viola_curtisii;592;457;plant
Viola_curtisii;1486;505;plant
Viola_curtisii;1441;528;plant
Viola_curtisii;1379;537;plant
Viola_curtisii;1363;565;plant
Viola_curtisii;1362;545;plant
Viola_curtisii;22;486;plant
Viola_curtisii;131;420;plant
Viola_curtisii;159;492;plant
Viola_curtisii;169;429;plant
Viola_curtisii;169;462;plant
Viola_curtisii;225;427;plant
Viola_curtisii;227;443;plant
Viola_curtisii;227;447;plant
Viola_curtisii;239;459;plant
Viola_curtisii;334;427;plant
Viola_curtisii;338;492;plant
Viola_curtisii;377;470;plant
Viola_curtisii;419;408;plant
Viola_curtisii;447;467;plant
Viola_curtisii;447;473;plant
Viola_curtisii;171;387;plant
Viola_curtisii;165;371;plant
Viola_curtisii;220;379;plant
Viola_curtisii;254;306;plant
Viola_curtisii;274;368;plant
Viola_curtisii;290;338;plant
Viola_curtisii;297;371;plant
Viola_curtisii;309;339;plant
Viola_curtisii;317;358;plant
Viola_curtisii;581;314;plant
Viola_curtisii;210;285;plant
Viola_curtisii;219;291;plant
Viola_curtisii;219;300;plant
Viola_curtisii;242;271;plant
Viola_curtisii;1083;651;plant
Viola_curtisii;1025;697;plant
Viola_curtisii;1006;683;plant
Viola_curtisii;926;659;plant
Viola_curtisii;911;696;plant
Viola_curtisii;910;608;plant
Viola_curtisii;896;681;plant
Viola_curtisii;865;663;plant
Viola_curtisii;839;671;plant
Viola_curtisii;822;656;plant
Viola_curtisii;689;682;plant
Viola_curtisii;882;855;plant
Viola_curtisii;924;805;plant
Viola_curtisii;968;818;plant
Viola_curtisii;997;844;plant
Viola_curtisii;102;825;plant
Viola_curtisii;914;832;plant
Viola_curtisii;910;892;plant
Viola_curtisii;1087;864;plant
Viola_curtisii;1489;410;plant
Viola_curtisii;1471;431;plant
Viola_curtisii;1057;496;plant
Viola_curtisii;1013;482;plant
Viola_curtisii;1098;442;plant
Viola_curtisii;985;423;plant
Viola_curtisii;943;431;plant
Viola_curtisii;943;443;plant
Viola_curtisii;943;486;plant
Viola_curtisii;895;497;plant
Viola_curtisii;889;406;plant
Viola_curtisii;860;500;plant
Viola_curtisii;765;423;plant
Viola_curtisii;1460;237;plant
Viola_curtisii;1435;260;plant
Viola_curtisii;1384;268;plant
Viola_curtisii;1358;266;plant
Viola_curtisii;1358;262;plant
Viola_curtisii;1350;260;plant
Viola_curtisii;1242;202;plant
Viola_curtisii;1240;245;plant
Viola_curtisii;1245;270;plant
Viola_curtisii;491;232;plant
Viola_curtisii;404;262;plant
Viola_curtisii;1403;336;plant
Viola_curtisii;1450;371;plant
Viola_curtisii;1424;342;plant
Viola_curtisii;1224;385;plant
Viola_curtisii;1216;390;plant
Viola_curtisii;1185;362;plant
Viola_curtisii;1175;355;plant
Viola_curtisii;1166;329;plant
Viola_curtisii;1162;360;plant
Viola_curtisii;958;388;plant
Viola_curtisii;846;339;plant
Viola_curtisii;802;360;plant
Viola_curtisii;784;350;plant
Viola_curtisii;760;360;plant
Viola_curtisii;763;360;plant
Viola_curtisii;763;373;plant
Viola_curtisii;734;313;plant
Viola_curtisii;992;721;plant
Viola_curtisii;951;720;plant
Viola_curtisii;925;785;plant
Viola_curtisii;911;797;plant
Viola_curtisii;910;762;plant
Viola_curtisii;842;714;plant
Viola_curtisii;818;788;plant
Viola_curtisii;801;738;plant
Viola_curtisii;766;781;plant
Viola_curtisii;677;730;plant
Viola_curtisii;1216;924;plant
Viola_curtisii;1078;1000;plant
Viola_curtisii;1066;937;plant
Viola_curtisii;1002;934;plant
Viola_curtisii;951;981;plant
Viola_curtisii;441;593;plant
Viola_curtisii;482;524;plant
Viola_curtisii;508;566;plant
Viola_curtisii;548;575;plant
Viola_curtisii;573;600;plant
Viola_curtisii;575;530;plant
Viola_curtisii;592;559;plant
Viola_curtisii;588;585;plant
Viola_curtisii;610;524;plant
Viola_curtisii;614;542;plant
Viola_curtisii;663;573;plant
Viola_curtisii;863;517;plant
Viola_curtisii;817;520;plant
Viola_curtisii;914;598;plant
Viola_curtisii;691;178;plant
Viola_curtisii;779;114;plant
